0,10250,"[1769, 451, 484, 6642, 2891, 2025, 1785, 189, 4687, 5924, 5648, 3747, 1317, 327, 685, 5533, 5042, 427, 5056, 2168, 62, 5230, 3377, 4564, 4176, 2770, 1343, 5062, 6915, 3264, 805, 1916, 1953]"
1,2062,"[2679, 5133, 7063, 3501, 1009, 4459, 6391, 4510, 6488, 1066, 4988, 4048, 2551, 1953, 5078, 4319, 6634, 1724, 2754, 4952, 3122, 1433, 998, 4762, 5849, 158, 7405, 2454, 6156, 2770, 2074, 6194, 2552, 7055, 3472, 1054, 2057, 6915, 1769, 5935, 2491, 1521, 1401, 6606, 5287, 2755, 4114, 7107, 988, 4827, 4365, 1581, 2811, 2480, 1209, 3656, 1185, 1224, 4163, 2761, 1494, 1749, 2434, 7057, 3856, 6450, 5045, 2731, 6721, 5358]"
2,12980,"[2883, 6086, 484, 405, 5537, 4991, 3839, 4486, 194, 7129, 4598, 5045, 7173, 7176, 2878, 5960, 5519, 2460, 2447, 5625, 1978, 5704]"
3,30646,"[5175, 5324, 3597, 2402, 4636, 1187, 4845, 6657, 4369, 4837, 3388, 5473, 4083, 7014, 2860, 4523, 2552, 4906, 4785, 3856]"
4,43069,"[1395, 4561, 4958, 5717, 3522, 2552, 6387, 5614, 2073, 6257, 2826, 6523, 690, 1209]"
5,46037,"[74, 1267, 6746, 6822, 2673, 6830, 2480, 4829, 4845, 260]"
6,15060,"[560, 7065, 1618, 2986, 2491, 1209, 5717, 5042, 3316, 2778, 2505, 687, 6912, 2719, 6380, 4134, 3020, 6800, 540, 7135, 5491, 1946, 4006, 3597, 4742, 4005, 1281, 6334, 741, 2660, 3461]"
7,38702,"[4991, 7193, 74, 1229, 1978, 2735, 484, 5914, 4312, 4759, 466]"
8,2019,"[5394, 1185, 396, 6063, 6083, 5849, 352, 3916, 2552, 3683, 891, 1122, 368, 1917, 3783, 320, 2368, 7267, 1526, 3934, 6596, 4130, 1281, 42, 4459, 6861, 7124, 2280, 4509, 4604, 6839, 3172, 799, 5831, 5712, 1163, 6907, 3445, 1574, 124, 3856, 4028, 448, 1350, 180, 2679, 4594, 7328, 6817, 2599, 5542, 1666, 955, 6655, 2893, 3673, 6091, 71, 7329, 1621, 3094, 5788, 2775, 3560, 4374, 4849]"
9,34480,"[1743, 2505, 2447, 3486, 6604, 6570, 2630, 4312, 1076, 7211, 6306, 535, 6266, 5159]"
10,24595,"[1514, 466, 2552, 2465, 1992, 6404, 3856, 2460, 5281, 1180, 158, 1179, 1581, 5890]"
11,22279,"[2883, 4137, 5798, 2735, 5287, 1525, 2673, 2267, 5045, 5914, 6664, 6355, 6822, 1640, 4829, 1343, 3057, 6437, 1503, 5003, 3242, 6830, 7318]"
12,40345,"[2606, 1455, 285, 3123, 1053, 6817, 641, 1451]"
13,6622,"[474, 3979, 7137, 1690, 3385, 2270, 929, 1824, 1959, 4798, 5953, 3873]"
14,643,"[687, 6717, 6148, 2074, 728, 4365, 1009, 5319, 671, 5042, 2726, 1388, 3812, 685, 4236, 4603, 2057, 5698, 1627, 4178, 3193, 1670, 2921, 733, 1715, 4991, 6546, 1064, 3414, 7171, 1157, 1168, 138, 2875, 2803, 3705, 5047, 7328, 5519, 4504, 5377, 5326, 2660, 6911, 7112, 7381, 466, 5552, 5559, 3924, 2169, 805, 2689, 6819, 5707, 3208, 6660, 1580, 123, 2415, 6800, 6609, 1129, 6592, 3347, 4091, 2409, 2537, 6578, 4473, 7234, 7349, 4926, 2891, 3747, 4422, 1995, 7272, 5648, 948, 4459, 5891, 177, 6904, 143, 3839, 3256, 1417, 2982, 2547, 1647]"
15,513,"[1581, 1098, 4208, 5003, 3842, 4445, 7055, 6645, 1769, 6437, 4829, 1157, 6148, 614, 3146, 2613, 1724, 7269, 6915, 3086, 2248, 5798, 5305, 2869, 5173, 7401, 2455, 5885, 1876, 751, 4851, 3839, 6197, 1503, 4910, 2205, 3893, 4812, 1880, 3255, 804, 3924, 1915, 3818, 2992, 7318, 5648, 4898, 5937, 3242, 5039, 795, 7124, 4668, 5914, 2883, 5440, 8, 4486, 4176, 5519, 4598, 5595, 2820, 1226, 3370, 6086, 3291, 6156, 3323, 1953, 62, 1252, 1640, 6865, 1066, 5078, 3814, 6064, 2835]"
16,39924,"[7390, 6634, 4695, 3461, 6397]"
17,25912,"[874, 6042, 4606, 484, 4299, 6194, 6217, 741, 2289, 4345, 1716, 5559]"
18,25833,"[7267, 1785, 4870, 3277, 5682, 6050, 5712, 1230, 1933, 3172, 415, 6119, 3605, 2698, 3129, 7195]"
19,13291,"[5876, 1968, 5305, 6731, 3086, 6613, 5466, 2803, 6194, 5009, 317, 3924, 7113, 3122, 3901, 5542, 5339, 6657, 6999, 138, 2480, 2944, 1226, 1871, 2419, 1647, 1013, 2735, 1066, 1098, 1525, 2687]"
20,1285,"[5175, 2304, 1916, 2057, 4061, 5707, 5918, 6645, 831, 6416, 4473, 2726, 2320, 6148, 2294, 1281, 3924, 7016, 5849, 65, 2878, 1697, 4486, 6646, 1646, 4060, 475, 7338, 6386, 1371, 88, 1141, 4170, 1417, 3060, 1359, 4372, 5132, 592, 2097, 1322, 4340, 4805, 484, 4652, 4992, 5937, 4151, 3512, 2463, 6140, 3753, 2820, 4348, 1978, 5682, 2667, 1119, 3267, 2277, 4365, 7173, 6792, 1357, 1501, 5143, 651, 2712, 3707, 4898, 4231, 180, 6615, 3493, 7005, 1961, 6510, 829, 6561, 6039, 5783, 4167]"
21,20208,"[6806, 3500, 1899, 6683, 4289, 6091, 5326, 4785, 4348, 3656, 7318, 3360]"
22,17163,"[896, 5661, 5428, 2153, 617, 484, 7022, 5479, 5209, 3295, 1191, 210, 3936, 334, 5055, 5324]"
23,10110,"[7269, 2362, 3666, 2094, 4486, 4337, 6904, 5371, 827, 5914, 194, 65, 4812, 4687, 3242, 1937, 7318, 1418, 4197, 4229, 1179, 4033, 3238, 3082, 3213, 1222, 6893, 6861, 3728, 3969, 6628, 5003]"
24,1585,"[2274, 3064, 3672, 6758, 484, 3227, 3122, 6619, 2667, 4473, 7338, 4392, 6954, 2975, 5302, 2133, 5914, 2883, 3570, 7392, 4263, 794, 6112, 6604, 1503, 3291, 7030, 6437, 3512, 3472, 5305, 4829, 1237, 4137, 4954, 2503, 7379, 1494, 2878, 1640, 6724, 6569, 2480, 507, 1937, 3859, 6553, 1769, 4151, 6456, 7401, 5704, 4563, 1752, 849, 6664, 2886, 1942, 5798, 5722, 5371, 5648, 5622]"
25,12091,"[1525, 597, 4176, 728, 3924, 1580, 1720, 5707, 5173, 5878, 1647, 6861]"
26,33512,"[3422, 3920, 2431, 2017, 3899, 5565, 4798, 1608]"
27,158,"[6943, 4753, 475, 818, 2415, 4153, 1521, 1098, 7124, 5860, 1256, 2610, 484, 5700, 157, 588, 120, 442, 805, 5840, 5159, 6717, 6654, 6407, 1749, 3512, 3812, 5470, 4989, 1417, 1581, 7112, 2411, 5230, 4343, 1978, 2326, 2860, 5986, 6743, 6021, 2409, 250, 7426, 6615, 7412, 206, 1769, 592, 6792, 6172, 4613, 433, 5039, 131, 1917, 6896, 2069, 4991, 1401, 2668, 4365, 2803, 3924]"
28,49754,"[396, 535, 2368, 235, 295, 189, 5098, 1031]"
29,12984,"[5849, 4286, 414, 5918, 6002, 2735, 4474, 6792, 7349, 1690, 5712, 4991, 448, 5492, 6717, 484, 2859, 4369, 7031, 5227, 4201, 1784, 5289, 4012, 2155, 7129, 3082, 6404, 1788, 2762, 3316, 6294]"
30,32213,"[1587, 641, 740, 59, 2659, 1852, 1959, 416, 6612, 1397, 5176, 2355, 6265]"
31,1616,"[3345, 3668, 671, 5009, 3135, 4205, 2586, 3445, 1356, 2775, 5098, 6800, 4338, 7118, 3615, 1650, 5774, 2893, 6825, 4044, 6140, 5147, 7298, 3123, 6662, 4236, 3924, 2350, 3759, 986, 2974, 6112, 2944, 4314, 1979, 4340, 5437, 3562, 5861, 7173, 1226, 1353, 6640, 5003, 805, 5571, 4805, 475, 685, 4753, 1618, 6936, 3492, 7221, 6155, 450, 3859, 2746, 5565, 2891, 5717, 2673, 6772, 2355, 6458, 1357, 4624, 3970, 1322, 2304, 5056, 4083, 5811, 5537, 5429, 1187, 2782, 6645, 5914, 4163, 2660, 1066, 5900, 5925, 4123, 2820, 6091]"
32,78,"[1237, 1978, 5783, 5281, 5788, 1647, 460, 5620, 2552, 5287, 3247, 1488, 5598, 116, 751, 6592, 3154, 7426, 2944, 2565, 6915, 6167, 6645, 3396, 1968, 237, 5544, 2782, 4877, 3291, 3705, 5849, 5707, 445, 4063, 5755, 3086, 410, 7412, 7007, 6916, 1954, 6911, 3264, 4201, 2226, 4372, 6148, 1096, 963, 4749, 4762, 433, 2803, 3122, 1769, 3329, 7108, 2883, 7318, 173, 4153, 4090, 7113, 3592, 5009, 5630, 727, 1271, 3307, 5918, 194, 5358, 3856, 3509, 6861, 5937, 3204, 5955, 2551, 5179, 6293, 5876, 6594, 7110, 4343, 1728, 7335, 4926, 1853, 1401, 701, 3344, 1780, 3666, 5885, 4114, 3728, 5648, 5350, 5045, 4237, 4729, 2305, 157, 4687, 3622, 6634, 3512, 1014, 507, 2447, 7173, 4627, 4319]"
33,5298,"[5175, 3738, 4800, 6291, 2447, 3135, 5101, 6758, 6888, 6553, 1839, 6398, 4459, 1907, 1359, 6293, 1961, 4337, 5872, 3396, 1344, 2700, 6856, 2679, 1441, 6936, 7005, 7026, 5647, 3213, 2860, 6578, 7030, 3452, 2675, 573, 7129, 5722, 4291, 7192, 1646, 5827, 3082, 4268, 1978, 597, 3316, 3895, 7020, 6545, 6197, 3472, 4668, 5840, 923, 263, 2274, 4392, 7298, 7329, 5925, 6916, 1396, 6915, 1941, 7259, 5442, 484, 927, 7011, 741, 3984, 6618, 3773]"
34,19391,"[4920, 2770, 3476, 5722, 5530, 1749, 1031, 4681, 5287, 2731, 1521, 1937, 948, 619, 484, 994, 1098, 4762, 2403, 4103]"
35,17770,"[2512, 6944, 2069, 5434, 6187, 1935, 4226, 119, 845, 6420, 5603, 1062, 1666, 1990, 5465, 6103, 4824, 5090, 573, 6804, 317, 835, 5915, 2134, 2974, 540, 7059, 6657, 210, 5884, 6267, 5712]"
36,24913,"[4347, 2116, 2455, 6480, 5571, 6855, 1451, 5754, 3583, 2224, 5717, 5266, 4898, 2505, 2820, 5920, 7112, 4359, 138, 4496]"
37,6748,"[1226, 3146, 138, 2116, 4340, 3583, 3818, 5571, 2820, 5039, 1996, 3896, 1451, 5021]"
38,24841,"[3088, 3591, 5287, 4459, 3622, 3592, 6756, 6988, 5505, 3370, 1072, 1366]"
39,58224,"[2128, 7234, 5319, 1875, 3549, 5840]"
40,2687,"[2038, 86, 5774, 5548, 1802, 6646, 4345, 6806, 2403, 4170, 2553, 2666, 884, 1551, 5341, 5819, 6858, 5155, 491, 5175, 5678, 1849, 4922, 965, 666, 177, 2903, 1785, 2651, 4571, 2687, 1395, 3572, 6728, 6881, 769, 5416, 897, 4059, 2842, 5389, 2591, 5831, 790, 6874, 4052, 1353, 2695, 5081, 3020, 1062, 4785, 4998, 4088, 3082, 4271, 1636, 799, 4044, 372, 3263, 6095, 1990, 2811, 5420, 238, 3050, 3635, 2260, 2471, 5477, 4915, 6815, 5927, 4969, 3172, 5450, 5682, 7022, 2126, 6142, 1299, 4573, 6919, 4770, 6657, 191, 2064, 5055, 2523, 1526, 143, 510, 3568, 675, 5846, 1441, 6113, 3801, 1224, 7091, 3167, 6800, 7076, 1308, 1317, 3771, 2188, 959, 6613, 4005, 3047, 7357, 5525, 497, 1598, 5950, 6936, 5068]"
41,2656,"[5915, 2701, 3301, 177, 1441, 4967, 4652, 1357, 1946, 3360, 1848, 4386, 456, 3882, 2746, 2208, 2397, 3759, 4012, 5050, 5584, 2992, 4965, 5175, 6095, 2411, 3020, 805, 4291, 2139, 6018, 3029, 4779, 1344, 5712, 2022, 2279, 1433, 7308, 4886, 790, 1044, 4946, 728, 1451, 190, 5552, 1475, 6988, 2403, 5080, 2875, 7173, 4006, 1986, 5479, 7008, 5465, 7277, 3433, 4044, 1609, 4800, 5846, 5899, 2182, 6888, 1965, 1219, 895, 3492, 4613, 7171, 3637, 2491, 90]"
42,54294,"[6615, 484, 3812, 2465, 1494, 131]"
43,9758,"[1179, 1926, 7401, 2944, 3396, 4355, 5042, 6578, 1787, 2254, 1776, 5516, 5853, 6091, 3255, 3213, 484, 6984, 3117, 1647]"
44,2175,"[2816, 5394, 1514, 1746, 1451, 3301, 7274, 1961, 4340, 5955, 6148, 6767, 3622, 3172, 5699, 2362, 3154, 4047, 2679, 741, 6545, 2279, 6698, 4491, 4965, 573, 1954, 3583, 5774, 756, 1401, 2702, 4613, 5960, 6194, 5925, 6310, 7207, 5091, 5161, 2874, 2590, 3315]"
45,16242,"[1640, 1953, 2752, 2465, 5003, 158, 4668, 4687, 1525, 2964, 7055, 4563, 2057, 5266, 4163, 3509, 4392, 5712, 4197]"
46,50492,"[476, 3808, 1442, 6336, 7122, 2207, 4715, 7381]"
47,27695,"[2793, 1074, 510, 666, 3264, 1814, 1088, 1569, 5926, 6536, 3295, 3934, 3850, 116, 4214, 6070, 3188, 2916, 7267, 3707]"
48,9728,"[3309, 5918, 6911, 2267, 3397, 2563, 5223, 1157, 5960, 2447, 1576, 4353, 1978, 5630, 3622, 2492, 5755, 1501, 1749, 3672, 3762, 3905, 1776, 1721, 7379, 3801, 263, 7401, 1646, 4445, 5891, 1823, 5007, 4989, 5045, 475, 756, 2770, 6167, 3538]"
49,6192,"[895, 1367, 85, 3290, 6084, 6289, 2491, 5585, 3524, 5130, 6911, 6431, 5339, 5230, 4845, 475, 1935, 4081, 5774, 409, 486, 6124, 7187, 3958, 484, 2548, 7186, 2128, 721, 3151, 6507, 5572, 5889, 783, 666, 5960, 6456, 507, 2586, 3454, 2480, 4082, 4148, 4214, 6523, 6103, 7234, 1357, 1492, 1063, 4379, 5042, 3900, 2484, 1784, 2155, 3575, 837]"
50,3353,"[5849, 6912, 2811, 6957, 3492, 2686, 1939, 5336, 92, 2169, 4692, 3364, 2557, 2479, 1191, 1852, 1601, 5326, 484, 2563, 5690, 6191, 5935, 4218, 977, 2893, 7232, 2805, 5894, 3336, 567, 5717, 372, 5173, 6916, 1744, 1907, 6155, 7393, 6210, 1300, 641, 1543, 6800, 3728, 5975, 4061, 3637, 884, 6395, 2859, 1671, 798]"
51,19081,"[7349, 2057, 2134, 3020, 2893, 5552, 658, 5849, 7037, 5491, 3316, 3377, 687, 2523, 3415, 1749, 741, 2590, 5209, 5860, 4205]"
52,19677,"[6907, 7195, 666, 6246, 6507, 6067, 1597, 7081, 5439, 4611, 698, 42]"
53,2874,"[5717, 7328, 4687, 641, 4205, 1340, 5442, 741, 1451, 4208, 864, 2169, 7192, 5466, 3086, 4665, 4337, 6509, 1804, 5571, 5173, 7028, 5519, 4613, 6645, 6861, 743, 2975, 1948, 4090, 5890, 7173, 5920, 1916, 6800, 5707, 2860, 2684, 6606, 5021, 3238, 1401, 4991, 2133, 6984, 2770, 4624, 5950, 6380, 410, 177, 6194, 1187, 484]"
54,4944,"[2266, 1806, 484, 3924, 7103, 6086, 4337, 7413, 1141, 3154, 4340, 1488, 5045, 1978, 2883, 158, 1066, 2074, 7005, 2133, 4613, 1098, 1917, 2480, 4312, 7349, 2409, 2851, 6893, 3268, 2639, 4805, 2447, 6911, 65, 3307, 2878, 7113, 5876, 4372]"
55,162,"[1828, 6898, 3013, 3619, 597, 559, 4345, 154, 2891, 741, 2350, 5774, 7328, 7287, 6217, 3740, 6984, 2074, 3637, 4733, 4701, 4687, 2482, 790, 1281, 6150, 2689, 6495, 7003, 3560, 2248, 6545, 4459, 5891, 5442, 5755, 1646, 5230, 6448, 8, 6404, 414, 2677, 332, 3783, 685, 4270, 2590, 484, 1357, 2707, 206, 2630, 1129, 5918, 3316, 4865, 3204, 3415, 3672, 4759, 3479, 3094, 2731, 1941, 3345, 5696, 4853, 3249, 2735, 4604, 177, 5373, 6717, 450, 2168, 1181, 1417, 4088, 3299, 690, 4753, 4496, 4422, 2480, 6578, 805, 4641, 1367, 352, 4587, 2562, 5310, 7370, 4291, 1618, 6412, 5159, 3135, 3779, 3895, 5281, 6819, 475, 598, 5377, 1681, 1353, 5804, 5293, 2169, 6091, 6772, 433, 3350, 5256, 7288, 4312, 5899, 3492, 88, 1216, 3258, 5505, 3605, 2775, 4205, 263, 3213, 6609, 1937, 3301, 4006, 3152, 6904, 3162, 4957, 2128, 5042, 5796, 5876, 4262, 5712, 4914, 4991, 2191, 896, 4812, 6194, 6397, 7135, 3264, 3378, 4603, 7112, 3989, 5720, 2326, 2762, 797, 7179, 1880, 5647, 6876, 5429, 2679, 4613, 560, 5849, 5658, 3347, 701, 7318, 540, 7234, 2803, 4497, 5950, 6294, 6800, 2246, 5717, 6345, 5289, 6524, 6628, 6252, 2403, 2836, 2460, 5452, 1401, 1309, 2893, 2725, 721, 3309, 7259, 2700, 2138, 2454, 5399, 728]"
56,26914,"[138, 1454, 5021, 1282, 1499, 3583, 346, 3831, 5056, 209]"
57,45352,"[827, 4926, 451, 1769, 4665, 1309, 3937, 4845]"
58,4538,"[7259, 1942, 7122, 1876, 5755, 5899, 3213, 7192, 3301, 5510, 2857, 6316, 4598, 1503, 2133, 2279, 5537, 2284, 3783, 896, 3901, 5833, 394, 405, 5153, 6614, 2052, 3493, 2746, 3299, 2878, 2205, 839, 6807, 678, 1514, 5914, 1317, 2510, 1416, 4668, 6706, 2893, 665, 1640, 5175, 2547, 986]"
59,40213,"[5336, 4859, 352, 2689, 617, 5849, 3724, 4090, 6408]"
60,63503,"[5420, 2893, 5712, 1848, 5092, 4242]"
61,5381,"[1271, 597, 2382, 1831, 1745, 1388, 3049, 4026, 484, 7066, 748, 5092, 2775, 4991, 1013, 3448, 5885, 6334, 805, 3802, 1281, 1417, 1670, 5613, 2686, 5869, 433, 2279, 632, 6398, 5335, 372, 5537, 6596, 7000, 2343, 5085, 4349, 88, 7207, 3360, 5412, 2848, 5647, 6192, 260, 2551, 2079, 4099, 6370, 3562, 7227]"
62,22870,"[2505, 5717, 5465, 2679, 2246, 1317, 5543, 4205, 5860, 6460, 3630, 2403, 4459, 733, 2419, 3414, 4753, 1880]"
63,290,"[1769, 5712, 6249, 4268, 5336, 2304, 3842, 4486, 4319, 6388, 1226, 2860, 6194, 3509, 1168, 7065, 2891, 3301, 6010, 322, 7111, 6028, 206, 4153, 1074, 2491, 3512, 6515, 4948, 1521, 7174, 948, 7162, 5957, 741, 671, 4987, 2074, 1928, 2873, 1514, 4359, 4340, 3433, 3724, 1179, 5209, 3501, 6822, 6856, 3492, 4163, 3663, 3377, 7118, 1628, 7298, 5975, 692, 4212, 6196, 2761, 4762, 1850, 6655, 1295, 4991, 4936, 5849, 1618, 6086, 5287, 1157, 1054, 3121, 1252, 3856, 2224, 138, 2660, 3524, 3122, 6446, 4337, 4989, 1697, 1907, 3146, 5798, 177, 4569, 5914, 7124, 986, 2189, 2552, 3396, 3414, 5319, 131, 849, 6898, 6156, 4358, 2820, 988, 6509, 1752, 4805, 658, 3839, 3924, 4859, 2691, 6615, 3502, 6683, 5366, 3316, 120, 7173, 4613, 6717, 2411, 6943, 3454, 1978, 1066, 6663, 3208, 5543, 3859, 4969, 2205, 3965, 7329, 3193, 3583, 1992, 405, 3626, 1256, 5955, 4237, 1917, 5003, 2679, 6888]"
64,2878,"[3757, 1281, 6179, 4657, 5055, 6403, 5591, 3540, 565, 5414, 1509, 6874, 4730, 4214, 861, 2689, 5585, 4588, 4246, 3532, 5849, 3342, 6866, 2395, 1459, 5382, 2478, 1191, 3415, 294, 6846, 7308, 6674, 743, 6412, 1188, 5953, 3439, 5323, 6405, 6823, 802, 7410, 979, 4497, 322, 4587, 1862, 2826, 2827, 3304, 6699, 5307, 6082, 933, 687, 6091, 1129, 1650, 3768, 3310, 5143, 5444, 6252]"
65,3802,"[6664, 1193, 1916, 65, 3812, 6615, 4359, 5045, 1979, 6915, 7318, 6645, 4083, 6355, 4759, 2835, 6446, 2878, 3347, 1401, 131, 1521, 5957, 2551, 2480, 3856, 62, 1937, 2577, 6904, 5287, 4652, 1066, 4805, 158, 1343, 1697, 1915, 3227]"
